State,Account Length,Area Code,Phone Number,Inter Plan,VoiceMail Plan,0 of Vmail Mesgs,Total Day Min,Total Day calls,Total Day Charge,Total Evening Min,Total Evening Calls,Total Evening Charge,Total Night Minutes,Total Night Calls,Total Night Charge,Total Int Min,Total Int Calls,Total Int Charge,0 of Calls Customer Service,Churn
CO,57.0,A415,342-4004,0,0,0.0,85.9,92.0,14.6,193.9,127.0,16.48,231.5,93.0,10.42,10.1,2.0,2.73,0.0,False
LA,123.0,A415,382-7659,0,1,33.0,146.6,87.0,24.92,114.8,59.0,9.76,220.4,99.0,9.92,2.9,7.0,0.78,0.0,False
MT,103.0,A510,342-1004,0,1,35.0,110.5,101.0,18.79,208.3,81.0,17.71,87.4,77.0,3.93,13.9,2.0,3.75,4.0,True
OR,101.0,A415,398-5851,0,0,0.0,118.6,89.0,20.16,199.6,97.0,16.97,53.3,61.0,2.4,11.5,5.0,3.11,1.0,False
NH,123.0,A415,396-4869,0,1,22.0,197.6,105.0,33.59,80.0,86.0,6.8,120.8,82.0,5.44,15.6,12.0,4.21,2.0,False
NE,78.0,A510,422-8333,0,1,32.0,210.3,116.0,35.75,192.2,83.0,16.34,246.1,92.0,11.07,10.8,4.0,2.92,6.0,False
WV,101.0,A415,367-9127,0,1,28.0,220.3,96.0,37.45,285.8,72.0,24.29,203.0,111.0,9.14,9.4,6.0,2.54,4.0,False
NV,129.0,A415,420-3028,0,0,0.0,150.0,98.0,25.5,232.4,101.0,19.75,261.2,123.0,11.75,12.5,6.0,3.38,1.0,False
MA,67.0,A415,357-6348,0,1,34.0,161.7,114.0,27.49,207.6,115.0,17.65,205.7,114.0,9.26,9.2,4.0,2.48,0.0,False
MI,37.0,A415,386-1131,0,0,0.0,191.4,116.0,32.54,167.4,99.0,14.23,216.5,112.0,9.74,14.0,5.0,3.78,3.0,False
KY,64.0,A415,349-8391,1,0,0.0,146.7,83.0,24.94,148.3,91.0,12.61,238.6,69.0,10.74,12.5,3.0,3.38,3.0,False
WV,173.0,A510,421-1484,0,0,0.0,109.4,103.0,18.6,101.3,111.0,8.61,167.3,106.0,7.53,7.8,7.0,2.11,1.0,False
KY,135.0,A510,414-2663,0,0,0.0,144.1,115.0,24.5,249.8,68.0,21.23,211.4,82.0,9.51,13.6,3.0,3.67,1.0,False
NJ,75.0,A415,327-6989,0,1,42.0,248.9,93.0,42.31,170.8,108.0,14.52,104.5,91.0,4.7,11.2,8.0,3.02,1.0,False
ME,88.0,A415,405-5513,0,0,0.0,85.7,112.0,14.57,221.6,70.0,18.84,190.6,75.0,8.58,11.6,3.0,3.13,4.0,True
TX,112.0,A415,345-9168,0,0,0.0,214.8,112.0,36.52,209.7,104.0,17.82,164.4,97.0,7.4,9.4,5.0,2.54,3.0,False
MN,113.0,A408,417-5146,0,0,0.0,158.9,137.0,27.01,242.8,109.0,20.64,247.8,97.0,11.15,6.5,4.0,1.76,0.0,False
VA,121.0,A510,339-2792,0,1,28.0,110.0,94.0,18.7,141.5,76.0,12.03,237.3,87.0,10.68,6.4,3.0,1.73,2.0,False
DC,70.0,A415,345-8397,0,0,0.0,152.8,145.0,25.98,183.6,102.0,15.61,151.8,75.0,6.83,10.5,2.0,2.84,1.0,False
MD,90.0,A415,344-6404,0,0,0.0,145.6,103.0,24.75,197.1,137.0,16.75,294.5,83.0,13.25,10.5,4.0,2.84,0.0,False
RI,39.0,A408,417-9455,0,0,0.0,93.3,83.0,15.86,199.6,114.0,16.97,206.2,104.0,9.28,6.5,4.0,1.76,0.0,False
MA,142.0,A408,343-1009,0,0,0.0,216.8,134.0,36.86,187.8,106.0,15.96,138.1,108.0,6.21,8.3,2.0,2.24,0.0,False
MD,176.0,A408,365-3493,0,0,0.0,201.9,101.0,34.32,154.7,78.0,13.15,164.4,79.0,7.4,9.0,2.0,2.43,1.0,False
NM,105.0,A408,376-7043,0,0,0.0,146.4,81.0,24.89,225.1,80.0,19.13,230.1,117.0,10.35,8.5,2.0,2.3,1.0,False
MN,57.0,A415,348-5728,0,0,0.0,272.7,74.0,46.36,224.9,85.0,19.12,178.2,104.0,8.02,10.5,3.0,2.84,2.0,True
MI,110.0,A510,357-5784,0,0,0.0,18.9,92.0,3.21,258.4,81.0,21.96,109.6,74.0,4.93,14.8,4.0,4.0,1.0,False
AZ,88.0,A415,417-9844,0,0,0.0,172.8,81.0,29.38,193.4,90.0,16.44,89.6,107.0,4.03,12.8,5.0,3.46,2.0,False
AL,95.0,A408,333-7225,0,0,0.0,190.2,119.0,32.33,157.1,70.0,13.35,181.5,120.0,8.17,14.0,6.0,3.78,0.0,False
MI,147.0,A415,382-4943,0,0,0.0,130.6,83.0,22.2,208.1,144.0,17.69,204.6,72.0,9.21,15.6,3.0,4.21,3.0,False
SC,101.0,A415,345-4589,0,0,0.0,158.4,92.0,26.93,188.0,117.0,15.98,219.7,125.0,9.89,13.5,4.0,3.65,4.0,True
MS,115.0,A415,404-6337,0,0,0.0,166.5,111.0,28.31,236.2,98.0,20.08,205.6,92.0,9.25,15.6,2.0,4.21,1.0,False
MS,103.0,A415,412-1470,0,0,0.0,129.3,103.0,21.98,202.8,89.0,17.24,233.0,126.0,10.49,12.9,2.0,3.48,2.0,False
CA,82.0,A415,394-9220,0,0,0.0,199.3,112.0,33.88,193.4,120.0,16.44,254.4,117.0,11.45,7.0,10.0,1.89,0.0,False
MD,141.0,A415,364-5362,0,0,0.0,185.1,126.0,31.47,233.0,98.0,19.81,152.2,106.0,6.85,9.1,7.0,2.46,0.0,False
ND,149.0,A408,372-9852,0,0,0.0,175.4,80.0,29.82,197.4,127.0,16.78,188.2,102.0,8.47,9.7,2.0,2.62,2.0,False
IL,131.0,A510,394-9984,0,0,0.0,263.4,123.0,44.78,151.9,74.0,12.91,218.5,101.0,9.83,10.7,2.0,2.89,2.0,False
SD,119.0,A510,402-1668,0,0,0.0,94.2,108.0,16.01,264.1,100.0,22.45,203.7,79.0,9.17,7.3,3.0,1.97,1.0,False
AL,112.0,A510,339-5659,0,0,0.0,189.4,83.0,32.2,219.0,89.0,18.62,168.0,116.0,7.56,7.1,8.0,1.92,3.0,False
NV,116.0,A510,341-7279,0,1,35.0,118.0,103.0,20.06,167.2,106.0,14.21,205.7,102.0,9.26,11.8,2.0,3.19,2.0,False
LA,94.0,A415,371-3236,0,0,0.0,212.1,98.0,36.06,189.4,89.0,16.1,352.2,95.0,15.85,8.4,5.0,2.27,3.0,False
VA,90.0,A408,343-5679,0,0,0.0,222.0,93.0,37.74,187.0,103.0,15.9,282.3,124.0,12.7,12.4,6.0,3.35,2.0,False
DE,114.0,A415,347-4626,0,1,31.0,222.8,98.0,37.88,180.5,105.0,15.34,151.3,101.0,6.81,13.0,4.0,3.51,0.0,False
CT,63.0,A408,344-8498,0,1,25.0,190.0,137.0,32.3,116.6,76.0,9.91,141.5,110.0,6.37,12.2,2.0,3.29,1.0,False
CO,130.0,A408,349-3005,0,0,0.0,271.8,129.0,46.21,237.2,128.0,20.16,210.1,91.0,9.45,8.7,2.0,2.35,4.0,True
MA,122.0,A408,371-3498,0,1,29.0,195.4,83.0,33.22,268.2,93.0,22.8,168.0,95.0,7.56,8.4,6.0,2.27,3.0,False
OR,166.0,A510,367-4853,0,0,0.0,199.6,93.0,33.93,214.3,99.0,18.22,196.8,110.0,8.86,7.2,5.0,1.94,3.0,False
WA,62.0,A415,422-3454,0,0,0.0,100.0,98.0,17.0,173.5,95.0,14.75,218.0,122.0,9.81,10.1,4.0,2.73,0.0,False
SC,78.0,A415,403-8915,0,1,21.0,160.6,85.0,27.3,223.1,79.0,18.96,124.0,92.0,5.58,9.5,1.0,2.57,2.0,False
IN,148.0,A415,371-2418,0,1,26.0,158.7,91.0,26.98,160.5,127.0,13.64,218.3,88.0,9.82,9.9,3.0,2.67,1.0,False
MD,154.0,A510,411-2977,0,0,0.0,154.5,122.0,26.27,214.2,71.0,18.21,178.0,105.0,8.01,12.0,2.0,3.24,3.0,True
NV,110.0,A408,389-8163,0,1,34.0,192.3,114.0,32.69,129.3,114.0,10.99,136.3,102.0,6.13,6.3,12.0,1.7,1.0,False
TX,75.0,A415,417-4456,0,0,0.0,305.1,106.0,51.87,188.0,115.0,15.98,235.4,116.0,10.59,8.5,5.0,2.3,0.0,True
ND,84.0,A408,351-1894,0,1,38.0,193.0,106.0,32.81,153.6,106.0,13.06,260.4,87.0,11.72,7.4,5.0,2.0,2.0,False
WV,113.0,A510,386-6408,0,0,0.0,72.5,88.0,12.33,204.0,112.0,17.34,117.9,118.0,5.31,6.6,3.0,1.78,1.0,False
CO,181.0,A510,370-9592,0,1,40.0,105.2,61.0,17.88,341.3,79.0,29.01,165.7,97.0,7.46,6.3,3.0,1.7,2.0,False
TX,51.0,A415,397-9251,0,0,0.0,180.5,88.0,30.69,134.7,102.0,11.45,170.7,97.0,7.68,10.0,3.0,2.7,2.0,False
FL,102.0,A408,395-6913,0,1,29.0,214.7,86.0,36.5,314.3,109.0,26.72,280.2,110.0,12.61,14.3,2.0,3.86,0.0,False
AL,107.0,A408,332-3804,0,0,0.0,86.8,95.0,14.76,108.1,85.0,9.19,204.3,87.0,9.19,13.2,3.0,3.56,1.0,False
WV,88.0,A510,421-1326,0,0,0.0,131.5,99.0,22.36,174.8,128.0,14.86,184.2,83.0,8.29,7.9,2.0,2.13,5.0,True
MI,82.0,A415,415-8200,0,0,0.0,135.4,102.0,23.02,237.1,122.0,20.15,118.3,91.0,5.32,17.5,4.0,4.73,0.0,False
NY,204.0,A415,371-9414,0,0,0.0,174.3,85.0,29.63,254.1,95.0,21.6,176.4,96.0,7.94,5.9,3.0,1.59,6.0,False
MS,130.0,A510,347-3895,0,0,0.0,203.9,63.0,34.66,191.8,93.0,16.3,132.5,125.0,5.96,12.1,4.0,3.27,3.0,False
MO,174.0,A510,342-5854,0,0,0.0,235.5,108.0,40.04,142.3,143.0,12.1,316.7,131.0,14.25,12.5,5.0,3.38,0.0,False
AR,129.0,A415,379-7192,0,0,0.0,157.0,113.0,26.69,256.9,97.0,21.84,185.5,126.0,8.35,12.1,2.0,3.27,2.0,False
MS,190.0,A415,394-5753,1,0,0.0,111.9,55.0,19.02,223.0,124.0,18.96,243.2,81.0,10.94,10.0,7.0,2.7,3.0,False
NY,54.0,A510,390-6932,1,0,0.0,236.3,91.0,40.17,152.8,130.0,12.99,160.3,98.0,7.21,11.2,8.0,3.02,3.0,False
SD,78.0,A408,394-3171,0,0,0.0,163.6,88.0,27.81,283.4,93.0,24.09,262.1,108.0,11.79,8.6,9.0,2.32,0.0,False
AK,100.0,A415,394-5202,0,1,29.0,213.6,127.0,36.31,175.9,82.0,14.95,207.2,100.0,9.32,8.9,3.0,2.4,1.0,False
WV,70.0,A510,348-3777,0,1,30.0,143.4,72.0,24.38,170.0,92.0,14.45,127.9,68.0,5.76,9.4,4.0,2.54,3.0,False
SC,111.0,A510,407-3949,0,0,0.0,78.3,119.0,13.31,198.2,94.0,16.85,248.5,94.0,11.18,12.1,4.0,3.27,1.0,False
VA,117.0,A408,363-4779,0,0,0.0,97.1,98.0,16.51,228.0,131.0,19.38,240.0,111.0,10.8,10.6,3.0,2.86,1.0,False
MS,68.0,A415,340-2239,0,0,0.0,94.1,93.0,16.0,147.6,80.0,12.55,213.5,85.0,9.61,10.1,2.0,2.73,0.0,False
SD,27.0,A510,359-3423,0,0,0.0,226.3,95.0,38.47,274.3,109.0,23.32,242.7,119.0,10.92,8.2,3.0,2.21,2.0,True
MN,91.0,A415,382-9297,0,0,0.0,133.8,61.0,22.75,158.8,96.0,13.5,189.6,92.0,8.53,10.5,2.0,2.84,1.0,False
AL,181.0,A415,330-9294,0,1,27.0,190.3,93.0,32.35,249.0,127.0,21.17,215.7,82.0,9.71,10.6,4.0,2.86,1.0,False
CO,118.0,A415,362-8763,0,1,36.0,294.9,106.0,50.13,165.7,115.0,14.08,189.2,63.0,8.51,9.8,5.0,2.65,3.0,False
ME,112.0,A415,403-4816,0,0,0.0,185.4,114.0,31.52,191.4,119.0,16.27,144.0,78.0,6.48,10.0,11.0,2.7,2.0,False
GA,93.0,A415,371-2155,0,0,0.0,179.5,121.0,30.52,191.9,131.0,16.31,165.5,125.0,7.45,12.0,4.0,3.24,0.0,False
AZ,102.0,A408,334-1339,0,0,0.0,158.0,94.0,26.86,207.9,100.0,17.67,190.4,120.0,8.57,10.1,10.0,2.73,0.0,False
MA,93.0,A415,341-7412,0,0,0.0,173.0,131.0,29.41,190.4,108.0,16.18,290.0,66.0,13.05,10.4,2.0,2.81,0.0,False
AZ,107.0,A415,375-4770,0,1,32.0,134.2,101.0,22.81,211.9,145.0,18.01,167.6,138.0,7.54,8.2,5.0,2.21,1.0,False
IN,100.0,A415,406-7643,0,1,32.0,125.2,123.0,21.28,230.9,101.0,19.63,192.0,106.0,8.64,12.6,9.0,3.4,3.0,False
DE,115.0,A415,415-8164,0,0,0.0,195.9,111.0,33.3,227.0,108.0,19.3,313.2,113.0,14.09,13.2,1.0,3.56,2.0,False
WI,63.0,A510,354-3545,0,1,13.0,214.2,61.0,36.41,181.2,88.0,15.4,174.0,68.0,7.83,10.3,2.0,2.78,0.0,False
ME,57.0,A415,377-3139,0,0,0.0,221.1,101.0,37.59,236.7,65.0,20.12,252.3,137.0,11.35,9.5,1.0,2.57,0.0,False
DC,119.0,A408,418-7478,0,1,26.0,132.0,100.0,22.44,173.3,121.0,14.73,203.5,108.0,9.16,11.6,5.0,3.13,1.0,False
GA,73.0,A408,385-6952,0,0,0.0,157.6,92.0,26.79,198.3,87.0,16.86,364.9,106.0,16.42,9.1,4.0,2.46,1.0,False
HI,98.0,A408,381-8593,0,1,30.0,110.3,71.0,18.75,182.4,108.0,15.5,183.8,88.0,8.27,11.0,8.0,2.97,2.0,False
VA,139.0,A415,365-9371,1,0,0.0,161.5,121.0,27.46,192.9,137.0,16.4,168.3,96.0,7.57,11.2,13.0,3.02,0.0,False
NY,31.0,A408,401-7335,0,1,28.0,171.8,116.0,29.21,240.7,125.0,20.46,245.5,80.0,11.05,10.6,7.0,2.86,1.0,False
PA,129.0,A510,364-5126,0,1,32.0,211.0,99.0,35.87,155.1,89.0,13.18,234.8,96.0,10.57,11.4,5.0,3.08,1.0,False
AR,115.0,A415,385-7157,0,0,0.0,139.3,89.0,23.68,192.3,95.0,16.35,151.0,75.0,6.8,9.3,3.0,2.51,7.0,True
HI,108.0,A415,385-4766,0,0,0.0,291.6,99.0,49.57,221.1,93.0,18.79,229.2,110.0,10.31,14.0,9.0,3.78,2.0,True
DE,139.0,A408,390-1760,0,0,0.0,139.0,110.0,23.63,132.9,93.0,11.3,272.0,120.0,12.24,12.1,1.0,3.27,0.0,False
WV,102.0,A408,365-8831,0,0,0.0,234.8,125.0,39.92,199.2,99.0,16.93,163.2,88.0,7.34,10.0,1.0,2.7,4.0,False
OK,149.0,A408,353-4002,0,0,0.0,187.6,83.0,31.89,201.4,81.0,17.12,264.2,79.0,11.89,8.8,1.0,2.38,1.0,False
OR,113.0,A415,367-5923,0,0,0.0,159.8,143.0,27.17,210.1,93.0,17.86,175.1,86.0,7.88,13.1,7.0,3.54,2.0,False
ND,131.0,A408,393-9548,0,1,33.0,177.1,100.0,30.11,194.0,85.0,16.49,253.4,124.0,11.4,5.2,5.0,1.4,1.0,False
MO,83.0,A408,362-2356,0,0,0.0,117.9,101.0,20.04,160.4,92.0,13.63,235.3,150.0,10.59,11.4,10.0,3.08,0.0,False
AR,96.0,A415,365-2341,0,1,21.0,247.6,95.0,42.09,256.3,150.0,21.79,158.6,72.0,7.14,10.8,6.0,2.92,2.0,False
GA,98.0,A408,388-8797,0,0,0.0,169.9,77.0,28.88,138.3,155.0,11.76,142.6,105.0,6.42,8.5,7.0,2.3,1.0,False
TN,3.0,A415,400-4713,0,0,0.0,185.0,120.0,31.45,203.7,129.0,17.31,170.5,89.0,7.67,14.1,3.0,3.81,3.0,False
MA,77.0,A408,420-3042,0,1,17.0,204.9,84.0,34.83,201.0,102.0,17.09,219.7,97.0,9.89,11.3,5.0,3.05,0.0,False
ND,75.0,A408,396-4171,0,1,24.0,225.5,119.0,38.34,182.0,108.0,15.47,270.9,106.0,12.19,9.4,2.0,2.54,3.0,False
IA,40.0,A510,389-8417,0,0,0.0,169.7,115.0,28.85,141.4,123.0,12.02,253.0,115.0,11.39,10.5,3.0,2.84,4.0,True
NJ,108.0,A415,339-4068,0,0,0.0,239.3,102.0,40.68,223.4,127.0,18.99,251.4,104.0,11.31,10.6,6.0,2.86,0.0,False
MT,100.0,A415,341-4873,0,0,0.0,113.3,96.0,19.26,197.9,89.0,16.82,284.5,93.0,12.8,11.7,2.0,3.16,4.0,True
AL,16.0,A415,336-2322,0,0,0.0,161.9,100.0,27.52,230.1,138.0,19.56,148.8,78.0,6.7,10.2,11.0,2.75,3.0,False
NY,115.0,A510,402-1607,0,1,16.0,133.3,110.0,22.66,185.7,111.0,15.78,161.5,113.0,7.27,5.6,4.0,1.51,2.0,False
PA,108.0,A510,379-3037,0,1,25.0,170.7,88.0,29.02,109.9,113.0,9.34,165.7,99.0,7.46,8.7,1.0,2.35,3.0,False
VT,107.0,A510,382-1399,0,0,0.0,189.7,76.0,32.25,156.1,65.0,13.27,244.0,91.0,10.98,8.3,3.0,2.24,5.0,False
NC,161.0,A415,394-5489,0,0,0.0,322.3,100.0,54.79,230.4,135.0,19.58,241.5,104.0,10.87,7.8,5.0,2.11,2.0,True
CT,147.0,A415,387-6065,0,0,0.0,124.4,74.0,21.15,320.9,78.0,27.28,157.2,126.0,7.07,10.4,4.0,2.81,2.0,False
MO,107.0,A415,327-6087,0,0,0.0,146.9,94.0,24.97,114.3,111.0,9.72,114.5,97.0,5.15,11.4,5.0,3.08,3.0,False
WV,120.0,A510,341-8667,0,0,0.0,192.6,123.0,32.74,206.4,105.0,17.54,283.2,93.0,12.74,10.8,3.0,2.92,1.0,False
NJ,107.0,A408,338-9612,0,1,36.0,96.3,83.0,16.37,179.6,91.0,15.27,166.3,121.0,7.48,10.3,2.0,2.78,1.0,False
AK,58.0,A510,364-1134,0,0,0.0,131.9,96.0,22.42,167.6,107.0,14.25,205.9,106.0,9.27,14.7,5.0,3.97,3.0,False
LA,91.0,A408,413-4811,0,0,0.0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3.0,3.59,2.0,False
AL,13.0,A415,354-4333,0,0,0.0,143.1,139.0,24.33,239.6,88.0,20.37,221.7,123.0,9.98,7.1,5.0,1.92,2.0,False
IN,104.0,A408,382-2026,0,0,0.0,280.4,127.0,47.67,179.4,79.0,15.25,150.6,77.0,6.78,15.2,6.0,4.1,5.0,False
MA,93.0,A415,368-3287,0,1,31.0,237.2,85.0,40.32,213.1,100.0,18.11,192.7,87.0,8.67,10.7,4.0,2.89,1.0,False
DE,95.0,A510,367-8298,0,0,0.0,184.2,95.0,31.31,181.6,101.0,15.44,143.4,113.0,6.45,12.8,4.0,3.46,2.0,False
SC,104.0,A415,391-1783,0,0,0.0,109.1,141.0,18.55,187.1,140.0,15.9,216.6,100.0,9.75,10.0,4.0,2.7,3.0,False
NH,35.0,A408,393-8762,0,0,0.0,138.1,115.0,23.48,158.2,82.0,13.45,215.7,118.0,9.71,10.3,2.0,2.78,5.0,True
LA,62.0,A415,385-1423,0,0,0.0,186.8,94.0,31.76,207.6,92.0,17.65,195.0,98.0,8.78,8.8,4.0,2.38,3.0,False
MS,143.0,A510,406-7670,0,0,0.0,155.4,112.0,26.42,290.9,92.0,24.73,228.4,91.0,10.28,13.9,5.0,3.75,1.0,False
NM,62.0,A415,339-5423,0,0,0.0,245.3,91.0,41.7,122.9,130.0,10.45,228.4,102.0,10.28,8.5,4.0,2.3,4.0,False
WA,60.0,A415,366-8939,1,0,0.0,205.9,97.0,35.0,277.4,117.0,23.58,202.0,139.0,9.09,11.0,2.0,2.97,0.0,True
SC,41.0,A510,353-2391,0,0,0.0,207.2,138.0,35.22,214.1,83.0,18.2,193.0,105.0,8.69,11.9,4.0,3.21,1.0,False
MT,34.0,A415,372-4203,0,1,14.0,151.5,100.0,25.76,248.7,126.0,21.14,199.8,120.0,8.99,10.7,5.0,2.89,2.0,False
ME,56.0,A408,385-5688,0,0,0.0,221.9,112.0,37.72,278.2,122.0,23.65,288.1,85.0,12.96,7.1,5.0,1.92,0.0,True
NM,183.0,A415,397-7453,0,0,0.0,190.0,100.0,32.3,246.6,78.0,20.96,304.2,107.0,13.69,9.5,4.0,2.57,1.0,False
AZ,94.0,A415,366-9015,0,0,0.0,220.8,111.0,37.54,156.2,67.0,13.28,187.9,89.0,8.46,10.5,4.0,2.84,2.0,False
CT,73.0,A415,356-1654,0,1,47.0,173.7,117.0,29.53,204.0,114.0,17.34,174.6,94.0,7.86,6.3,3.0,1.7,2.0,False
IL,123.0,A408,337-3932,0,0,0.0,114.8,94.0,19.52,150.0,104.0,12.75,268.6,119.0,12.09,9.6,4.0,2.59,2.0,False
IN,64.0,A408,350-1126,0,0,0.0,113.8,97.0,19.35,192.3,97.0,16.35,214.9,89.0,9.67,10.4,1.0,2.81,3.0,False
AR,127.0,A415,416-3649,1,0,0.0,143.2,60.0,24.34,179.5,159.0,15.26,171.8,122.0,7.73,6.2,4.0,1.67,4.0,True
RI,33.0,A415,349-1726,0,0,0.0,184.4,111.0,31.35,203.8,110.0,17.32,237.4,100.0,10.68,9.3,5.0,2.51,3.0,False
ND,27.0,A415,405-1589,0,0,0.0,227.4,67.0,38.66,248.0,115.0,21.08,61.4,109.0,2.76,7.8,6.0,2.11,1.0,False
NH,123.0,A408,366-7560,0,0,0.0,224.0,99.0,38.08,210.7,80.0,17.91,231.9,75.0,10.44,2.1,5.0,0.57,0.0,False
NV,148.0,A510,333-9643,0,0,0.0,216.2,95.0,36.75,185.7,105.0,15.78,300.0,143.0,13.5,10.0,5.0,2.7,2.0,False
UT,81.0,A415,355-6422,0,0,0.0,129.9,121.0,22.08,230.1,105.0,19.56,140.5,123.0,6.32,13.3,3.0,3.59,0.0,False
NC,122.0,A510,329-5400,0,1,30.0,230.1,108.0,39.12,287.6,76.0,24.45,177.1,85.0,7.97,6.9,3.0,1.86,2.0,False
MI,52.0,A415,383-6356,0,0,0.0,204.4,97.0,34.75,273.2,128.0,23.22,179.6,118.0,8.08,11.0,5.0,2.97,1.0,False
WI,91.0,A408,377-7276,0,1,44.0,216.6,101.0,36.82,173.1,98.0,14.71,242.1,95.0,10.89,9.1,3.0,2.46,1.0,False
AR,54.0,A415,337-1586,0,0,0.0,247.5,85.0,42.08,225.4,93.0,19.16,244.3,132.0,10.99,10.2,2.0,2.75,2.0,True
NH,152.0,A510,336-9273,0,0,0.0,228.1,93.0,38.78,136.4,106.0,11.59,197.3,107.0,8.88,9.0,2.0,2.43,1.0,False
TX,201.0,A415,415-5476,0,0,0.0,225.9,110.0,38.4,299.1,86.0,25.42,251.3,81.0,11.31,11.2,4.0,3.02,1.0,True
ID,78.0,A415,332-2650,0,0,0.0,103.5,115.0,17.6,117.9,102.0,10.02,201.0,94.0,9.05,12.0,3.0,3.24,4.0,True
CT,67.0,A415,418-8257,0,0,0.0,115.5,70.0,19.64,252.2,143.0,21.44,208.9,91.0,9.4,7.5,6.0,2.03,0.0,False
NH,100.0,A408,407-3121,0,0,0.0,218.8,125.0,37.2,148.3,102.0,12.61,277.8,97.0,12.5,9.7,6.0,2.62,1.0,False
WY,41.0,A510,381-2413,0,0,0.0,223.8,67.0,38.05,244.8,74.0,20.81,223.8,156.0,10.07,12.3,5.0,3.32,3.0,False
OR,133.0,A415,378-1144,0,0,0.0,143.8,71.0,24.45,184.0,131.0,15.64,275.5,132.0,12.4,12.9,4.0,3.48,3.0,False
SC,36.0,A408,359-5091,0,1,43.0,29.9,123.0,5.08,129.1,117.0,10.97,325.9,105.0,14.67,8.6,6.0,2.32,2.0,False
MD,51.0,A510,378-6986,0,1,28.0,276.7,121.0,47.04,203.7,99.0,17.31,246.2,88.0,11.08,8.3,3.0,2.24,0.0,False
NY,122.0,A415,386-6580,0,0,0.0,141.4,128.0,24.04,146.4,70.0,12.44,123.0,75.0,5.54,8.1,4.0,2.19,0.0,False
NM,84.0,A408,419-9713,0,1,41.0,153.9,102.0,26.16,140.7,117.0,11.96,217.7,101.0,9.8,12.8,5.0,3.46,1.0,False
LA,91.0,A415,382-6153,0,0,0.0,190.5,128.0,32.39,205.5,103.0,17.47,130.7,63.0,5.88,13.8,5.0,3.73,0.0,False
UT,110.0,A408,332-1690,0,0,0.0,192.6,102.0,32.74,178.9,118.0,15.21,214.6,74.0,9.66,9.4,4.0,2.54,1.0,False
AL,91.0,A408,348-9383,1,0,0.0,151.8,115.0,25.81,103.6,116.0,8.81,156.3,86.0,7.03,12.2,4.0,3.29,1.0,False
DE,121.0,A408,420-3857,0,0,0.0,215.6,74.0,36.65,192.9,98.0,16.4,144.0,103.0,6.48,10.1,4.0,2.73,5.0,False
WV,109.0,A415,405-2653,0,0,0.0,180.0,100.0,30.6,229.0,103.0,19.47,139.4,105.0,6.27,7.8,8.0,2.11,3.0,False
KY,95.0,A510,417-9278,0,0,0.0,157.3,116.0,26.74,197.5,77.0,16.79,128.2,111.0,5.77,8.4,4.0,2.27,2.0,False
NC,72.0,A415,352-5663,0,0,0.0,196.5,88.0,33.41,158.6,129.0,13.48,269.3,118.0,12.12,6.8,3.0,1.84,0.0,False
WV,73.0,A415,370-8786,0,0,0.0,240.3,130.0,40.85,162.5,83.0,13.81,231.9,136.0,10.44,11.9,3.0,3.21,0.0,False
AZ,108.0,A415,415-6333,0,0,0.0,193.3,126.0,32.86,154.7,85.0,13.15,174.8,98.0,7.87,9.4,6.0,2.54,3.0,False
WV,58.0,A408,391-6558,0,1,39.0,211.9,40.0,36.02,274.4,76.0,23.32,210.5,139.0,9.47,5.4,4.0,1.46,1.0,False
ND,148.0,A415,396-4234,1,0,0.0,218.7,111.0,37.18,155.6,133.0,13.23,277.4,62.0,12.48,8.2,5.0,2.21,1.0,False
WA,76.0,A510,345-6961,1,0,0.0,246.8,110.0,41.96,206.3,63.0,17.54,208.4,123.0,9.38,13.2,5.0,3.56,0.0,True
ID,103.0,A415,346-5992,0,0,0.0,174.7,151.0,29.7,148.0,56.0,12.58,168.2,109.0,7.57,15.8,3.0,4.27,6.0,True
CT,87.0,A415,402-3908,0,0,0.0,240.0,83.0,40.8,134.1,106.0,11.4,189.1,84.0,8.51,9.3,2.0,2.51,0.0,True
OK,35.0,A510,350-2340,0,1,37.0,181.2,76.0,30.8,177.6,98.0,15.1,228.0,136.0,10.26,5.0,3.0,1.35,2.0,False
IA,88.0,A415,410-2015,0,0,0.0,113.7,67.0,19.33,165.1,127.0,14.03,141.5,142.0,6.37,10.8,3.0,2.92,1.0,False
NE,67.0,A415,380-3311,0,1,41.0,174.7,86.0,29.7,160.6,93.0,13.65,155.3,108.0,6.99,13.4,1.0,3.62,0.0,False
ID,77.0,A510,399-7029,0,1,29.0,211.1,89.0,35.89,223.5,97.0,19.0,148.4,106.0,6.68,9.7,9.0,2.62,2.0,False
OR,124.0,A510,337-3868,0,0,0.0,169.3,108.0,28.78,178.6,91.0,15.18,242.3,82.0,10.9,12.2,3.0,3.29,1.0,False
SD,30.0,A415,354-8088,0,0,0.0,247.4,107.0,42.06,175.9,76.0,14.95,287.4,90.0,12.93,11.3,2.0,3.05,0.0,False
DE,53.0,A415,416-9723,0,1,32.0,131.2,63.0,22.3,227.4,125.0,19.33,178.9,105.0,8.05,12.8,2.0,3.46,2.0,False
WA,152.0,A510,337-4403,0,0,0.0,161.4,84.0,27.44,163.6,88.0,13.91,153.2,121.0,6.89,11.8,5.0,3.19,1.0,False
